source,BoScore,AggScore,rankOfRanks,Altman-Z,Piotroski,CycleHeat,moatScore,grahamNumberToPrice,earnYield,returnOnEquity,Original_Rank,OLS_Rank,OLS_Score
0QQM.L,-0.09132969529976104,-0.14213781329920516,3.0,-0.010380656903016509,-1.1841723756217095,0.19800844680489735,4,-0.2432988971429121,-0.10345646067515149,0.27392270114417566,53,83.0,-1.523346662012951
SNX.L,0.20671593038710523,-0.17375742319594842,2.5,-0.0930600683856965,-1.1841723756217095,-1.2791503168712586,4,-0.01606288688052313,-0.8396781579300119,-0.038635606573224485,54,36.0,0.19619921180538666
YETI,-0.08245928977336621,-0.1785093697936127,5.4,-0.05860629451712162,0.7220563265986036,0.2127920264050514,3,-0.32098127949545063,-0.7244258719469596,0.3917173201230227,55,70.0,-0.8461610244462192
VH2.DE,-0.07891112756280798,-0.17954626980934912,6.2,0.0,0.0,-1.552751667208944,3,-0.272051793049743,-0.3700306508461319,0.0769753592107462,56,15.0,1.477975079942979
MBB.DE,0.006244765490582025,-0.19537049004833262,5.6,-0.10238537366604797,1.1986135021536821,-0.3578350563361546,3,-0.24865538320442016,-0.8497249733754623,-0.05438547438890759,57,63.5,-0.7363255203313787
0J7X.L,0.006244765490582025,-0.19537049004833262,5.6,-0.10238537366604797,1.1986135021536821,-0.3578350563361546,3,-0.24865538320442016,-0.8497249733754623,-0.05438547438890759,58,63.5,-0.7363255203313787
MSA.TO,0.10204514517564672,-0.20797533975385826,4.2,-0.08862789053035258,0.24549915104352538,0.2127920264050514,5,0.08639330845782521,0.5753525592079223,0.003294919737760877,59,8.0,1.7507943805801367
MPCK.DE,-0.02568869440443904,-0.209713803277302,4.1,-0.11903889553178636,-0.7076152000666311,0.2127920264050514,4,-0.1336498960439286,-3.2680084410280377,-0.8819161213722527,60,50.0,-0.37399442902001023
NICE,-0.0629443976152977,-0.24296992741871865,7.0,-0.05537690100647462,0.24549915104352538,0.2127920264050514,3,-0.31674405274054657,-0.8698769955240842,0.022481102608942857,61,82.0,-1.494488641296255
NEXN,0.06656352307006692,-0.2527032727747579,5.2,0.0,-1.6607295511767879,0.2127920264050514,4,-0.240118934249737,-0.9043622683757104,-0.030676843711683218,62,85.0,-1.6678900257613167
