source,RoA,earnYield,grahamNumberToPrice,bVpRatio,revenueGrowth,incomeQuality,returnOnEquity,returnOnCapitalEmployed,currentRatio,grossProfitMargin,freeCashFlowYield,freeCashFlowPerShareGrowth,DcfToPrice,marketCapRevQuants,Altman-Z,Piotroski,tbVpRatio,BoScore,EPStoEPSmean,priceGrowth,CycleHeat,AggScore,rankOfRanks,moatScore,total_return
HEN3.DE,0.12148642437517242,0.046132997951724104,-0.21434956393827082,-0.13893305239896367,0.1265583152713723,0.09706094770665191,0.235532300340598,0.1758698419990174,-0.13803575303575305,-0.12466564494395523,-0.22866438504208608,-0.14180935894282232,0.3240906271040697,-0.37015676654974866,-0.0717749153029332,-0.7076152000666311,-0.3573751606545866,-0.0682666409311343,0.030157875215867328,0.05705707555179195,0.2127920264050514,-0.11349080098855684,3.1,4,0.1278963824792454
HEN.DE,0.12148642437517242,0.046132997951724104,-0.21434956393827082,-0.13893305239896367,0.1265583152713723,0.09706094770665191,0.235532300340598,0.1758698419990174,-0.13803575303575305,-0.12466564494395523,-0.22866438504208608,-0.14180935894282232,0.3240906271040697,-0.37015676654974866,-0.0717749153029332,-0.7076152000666311,-0.3573751606545866,-0.0682666409311343,0.030157875215867328,0.05705707555179195,0.2127920264050514,-0.11349080098855684,3.1,4,0.1278963824792454
SBI.TO,-0.32887045628849687,0.06847997736626733,0.04619026832722081,0.0,0.20158981903584502,0.07175029438823592,0.00029135786760442294,0.07152340037455238,-0.11231671582302036,-0.8733205684933512,-0.7033828154057962,-0.8619313921213487,-0.4128046287916274,0.2988012452871465,-0.09499100979989102,0.7220563265986036,0.441942078761402,0.2120381737029418,-0.12606639722159077,0.026859962774571186,0.2127920264050514,-0.11393690530556796,4.5,3,13.018246843942096
TCBX,-0.5601997360043736,0.14509371645359628,-0.07558845370021532,0.09286258767166744,-1.1941351352879899,0.058970135110154406,0.012376023547052957,0.053357259677326796,0.3632948174660713,0.3901282892858747,-0.3510553411678812,-0.2240627695125126,-0.18179367808474695,0.2988012452871465,-0.14202567888926626,-0.23105802451155288,0.1654299337794653,-0.0735888842469714,-0.005322004939691176,0.07036774605816075,0.2127920264050514,-0.11753559256036332,3.8,3,1.1025324332446
0JSU.L,-0.04869571795376826,0.6796724281757729,-0.045548640565085695,0.014522616963240927,-0.06354924264783236,-0.2774241971504849,0.10945666519094628,0.0922459629112704,-0.14003576543043533,-0.7803174906776742,-0.7895482832890977,-0.566255214607791,0.4336359564775938,0.07581524134151478,-0.07152434375422159,0.24549915104352538,0.00810801146685094,0.1889751193343151,-0.3436658186562576,0.05159398761537935,-0.00782637609377231,-0.12348659503060115,3.9,3,0.3657419610810498
ITRN,-0.15413153982512795,-0.3504223276108586,-0.23397923689729486,-0.1544517007852863,0.06639118646739413,0.03689900772934415,0.14771410061713236,0.13304019690534644,-0.12225151431489543,-0.13444788398799562,-0.21855152489853144,0.20358475386096336,0.31153883606028787,0.07581524134151478,-0.09063633112770358,-0.7076152000666311,-0.2899791688115506,0.059467198648951475,-0.1450565897624929,0.05601172740703317,0.2127920264050514,-0.12982687426453493,3.8,2,0.8035494437465872
0VL5.L,-0.04806660512680692,0.8115005715449144,0.015958722091745103,0.05026229931333317,0.01763986538287252,-1.632474913063424,0.08742439817737303,0.21732676394688902,-0.10118715347107617,0.22152546946440485,-0.21811663353139005,-0.6145186455999171,-0.40592252683379915,-0.1471707626041169,-0.07978959038743443,0.24549915104352538,0.13467529339358467,0.0009225221747454327,-0.1450565897624929,0.03334866365275396,0.2127920264050514,-0.13434276737892648,2.4,4,4.042189571913705
TXG.TO,-0.04806660512680692,0.8115005715449144,0.008595120426488691,0.05026229931333317,0.01763986538287252,-1.632474913063424,0.08742439817737303,0.21732676394688902,-0.10118715347107617,0.22152546946440485,-0.21556054340539435,-0.6249076543329475,-0.4195794471466782,-0.1471707626041169,-0.0768975014697585,0.24549915104352538,0.12547517627124286,-0.016818288878044214,-0.1450565897624929,0.0324398717197798,0.2127920264050514,-0.13972387455648647,2.7,4,4.042177237237316
0QQM.L,0.5232842627524689,-0.10345646067515149,-0.2432988971429121,-0.16052582361559317,0.37567515300848114,0.017750641613690037,0.27392270114417566,0.1905309070462419,-0.038284537362229254,-0.09677194762611882,-0.5666066395359304,-0.2257307497473784,0.10518500829286727,0.07581524134151478,-0.010380656903016509,-1.1841723756217095,-0.24943646886920104,-0.09132969529976104,-0.27733836472659434,0.06578212212920755,0.19800844680489735,-0.14213781329920516,3.0,4,0.30067649065652446
SNX.L,-0.4727789398628891,-0.8396781579300119,-0.01606288688052313,0.17582078696705633,0.7562111604198142,1.2003819468337107,-0.038635606573224485,0.041449290454881806,-0.11661242608222508,-0.39761146617723875,0.16061179705236123,-0.007893710614298164,0.0,0.2988012452871465,-0.0930600683856965,-1.1841723756217095,-0.05908952694956544,0.20671593038710523,-0.1450565897624929,0.07223568234957313,-1.2791503168712586,-0.17375742319594842,2.5,4,1.9824164888317088
YETI,0.16493990747349724,-0.7244258719469596,-0.32098127949545063,-0.2053167422069731,-0.31837721522363255,0.0046648973452807045,0.3917173201230227,0.1820964121392599,-0.10851193965452699,0.09910738710958772,-0.6678580702269071,-0.6549176605831561,-0.0376607619772688,-0.1471707626041169,-0.05860629451712162,0.7220563265986036,-0.3440085610570796,-0.08245928977336621,0.05540145920743003,0.05242501492869931,0.2127920264050514,-0.1785093697936127,5.4,3,-0.18415259503025624
VH2.DE,-0.27857485718661495,-0.3700306508461319,-0.272051793049743,0.0,-0.5040122928368259,-0.07465568616302051,0.0769753592107462,0.0978265199227094,-0.10996163272284191,-0.18078228803461244,-1.315691693108763,4.23203394791343,-0.2974596055207241,0.2988012452871465,0.0,0.0,-0.20980133030123704,-0.07891112756280798,-1.2730066370821675,0.016591491196911102,-1.552751667208944,-0.17954626980934912,6.2,3,2.7188180862215434
MBB.DE,-0.5462720859135671,-0.8497249733754623,-0.24865538320442016,-0.003578318980102941,-0.02798031669588955,0.3057743686643301,-0.05438547438890759,0.03671048199601852,-0.08175459987575219,-0.2543701643842584,-0.4422418380843609,-0.9925786326680355,0.2534825274730716,0.07581524134151478,-0.10238537366604797,1.1986135021536821,0.12917777602194594,0.006244765490582025,-0.06426235155641587,0.06650100550490395,-0.3578350563361546,-0.19537049004833262,5.6,3,1.1731887963717398
