source,date,price,marketCap,prev_price,prev_mcap,removal_reason
0QKB.L,2025-01-01,-7.4928619851259235,1565192100.0,163.84851951944708,1908866792.0,negative_price (-7.4929)
0QKB.L,2025-07-01,-6437.577615099688,807163886.0,163.84851951944708,1908866792.0,negative_price (-6437.5776)
0QKP.L,2013-10-01,0.0,0.0,,,zero_price
0QKP.L,2014-04-01,0.0,0.0,,,zero_price
0QKP.L,2014-10-01,0.0,0.0,,,zero_price
0QKP.L,2015-04-01,0.0,0.0,,,zero_price
0QKP.L,2015-10-01,-0.0,0.0,,,zero_price
0QKP.L,2016-04-01,0.0,0.0,,,zero_price
0QKP.L,2016-10-01,0.0,0.0,,,zero_price
0QKP.L,2017-04-01,0.0,0.0,,,zero_price
0QKP.L,2017-10-01,0.0,0.0,,,zero_price
0QKP.L,2018-04-01,0.0,0.0,,,zero_price
0QKP.L,2018-10-01,0.0,0.0,,,zero_price
0QKR.L,2016-10-01,0.0,0.0,3.475,615075000.0,zero_price
0QKR.L,2017-10-01,0.0,0.0,4.387217416711871,923129947.4,zero_price
0QKR.L,2018-10-01,0.0,0.0,4.084957502729147,1149713511.36,zero_price
0QLQ.L,2021-01-01,-3.6778040819585596,1696396700.8799999,52.770665716240146,1573358156.52,negative_price (-3.6778)
0QLQ.L,2021-07-01,-392.2278680155381,2002521492.5900002,52.770665716240146,1573358156.52,negative_price (-392.2279)
0QLU.L,2014-04-01,0.0,0.0,2.5242352617056856,301898537.3,zero_price
0QLU.L,2014-10-01,0.0,0.0,2.5242352617056856,301898537.3,zero_price
0QLU.L,2015-04-01,0.0,0.0,2.5242352617056856,301898537.3,zero_price
0QLU.L,2017-04-01,0.0,0.0,17.119840174714643,2778202596.0800004,zero_price
0QNN.L,2019-01-01,4415.975821958151,1201290000.0,1.9900336124388138,1036708010.4000001,price_mcap_mismatch (price 2219x but mcap 1.16x)
0QNO.L,2013-10-01,0.0,4098167897.88,,,zero_price
0QNO.L,2014-10-01,0.0,5418837137.21,22.3475,4669626778.95,zero_price
0QQZ.L,2013-10-01,0.0,0.0,,,zero_price
0QQZ.L,2014-04-01,0.0,0.0,,,zero_price
0QQZ.L,2014-10-01,0.0,0.0,,,zero_price
0QQZ.L,2015-10-01,0.0,0.0,38.254828833170876,1908483659.0,zero_price
0QQZ.L,2018-10-01,0.0,0.0,119.55537621550195,2862062395.8,zero_price
0QXX.L,2022-01-01,-27.8289427096992,420715837.08,9.060995765368746,588123475.260993,negative_price (-27.8289)
0QXX.L,2022-04-01,-0.08057981720392314,601717025.675628,9.060995765368746,588123475.260993,negative_price (-0.0806)
0QYM.L,2019-10-01,-1.8298031093254807,476478000.0,,,negative_price (-1.8298)
0QYM.L,2020-01-01,-0.241565081522505,653991360.0,,,negative_price (-0.2416)
0QYM.L,2020-07-01,-2.7401909038108854,871504710.0,0.6800217117485375,370443150.0,negative_price (-2.7402)
0QYM.L,2021-07-01,-0.02489082936198712,1028287350.0,0.986333075023073,1192640980.0,negative_price (-0.0249)
0QYM.L,2021-10-01,-34.15109271523179,1136249460.0,0.986333075023073,1192640980.0,negative_price (-34.1511)
0QYM.L,2022-07-01,-1.5902239705887782,829101080.0,0.08500511445080879,1110961710.0,negative_price (-1.5902)
0QYM.L,2022-10-01,23.423811736764854,734401080.0,0.08500511445080879,1110961710.0,price_mcap_mismatch (price 276x but mcap 0.66x)
0QYM.L,2023-01-01,-0.06356731543061662,1088332391.25,0.08500511445080879,1110961710.0,negative_price (-0.0636)
0QYM.L,2023-10-01,-2.181281184888523,795874720.0,7.0473568613424264,942065640.0000001,negative_price (-2.1813)
0QYM.L,2024-01-01,-0.267119729914588,1183428251.8,7.0473568613424264,942065640.0000001,negative_price (-0.2671)
0QYN.L,2022-07-01,-0.5226082435176349,3592833221.684,0.5348409070555571,4848082872.192,negative_price (-0.5226)
